analysis_id,analysis_display_order,dataset_id,analysis_role,adjustment_scenario,model_family,candidate_display_order,prediction_index,delta,delta_unit,fitted_mean_response,response_name,response_unit,fixed_mean_foliage_height_ft,fixed_mean_elevation_m,fixed_mean_elevation_squared_m2,confidence_interval_included,confidence_interval_type,confidence_level,confidence_lower,confidence_upper
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,170,24.200177880856138,ft,2.4351639717311624,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,171,24.342678641324969,ft,2.4311251032889634,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,172,24.4851794017938,ft,2.4269469750629176,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,173,24.627680162262628,ft,2.4226295870530263,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,174,24.770180922731459,ft,2.4181729392592888,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,175,24.91268168320029,ft,2.4135770316817045,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,176,25.055182443669121,ft,2.4088418643202743,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,177,25.197683204137952,ft,2.4039674371749982,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,178,25.340183964606783,ft,2.3989537502458758,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,179,25.482684725075615,ft,2.393800803532907,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,180,25.625185485544442,ft,2.388508597036092,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,181,25.767686246013273,ft,2.383077130755431,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,182,25.910187006482104,ft,2.3775064046909238,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,183,26.052687766950935,ft,2.3717964188425702,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,184,26.195188527419766,ft,2.3659471732103707,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,185,26.337689287888598,ft,2.3599586677943241,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,186,26.480190048357429,ft,2.353830902594432,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,187,26.622690808826256,ft,2.3475638776106944,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,188,26.765191569295087,ft,2.3411575928431092,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,189,26.907692329763918,ft,2.3346120482916786,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,190,27.050193090232749,ft,2.327927243956402,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,191,27.192693850701581,ft,2.3211031798372797,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,192,27.335194611170412,ft,2.3141398559343105,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,193,27.477695371639243,ft,2.307037272247495,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,194,27.62019613210807,ft,2.2997954287768332,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,195,27.762696892576901,ft,2.2924143255223255,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,196,27.905197653045732,ft,2.2848939624839719,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,197,28.047698413514563,ft,2.2772343396617716,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,198,28.190199173983395,ft,2.2694354570557245,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,199,28.332699934452226,ft,2.2614973146658319,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_unadjusted_gaussian,1,macarthur_1961,primary,unadjusted,quadratic,3,200,28.475200694921053,ft,2.2534199124920939,natural-log Shannon bird diversity,dimensionless,NA,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,1,0.11754936162377437,ft,1.517007065793615,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,2,0.26005012209260492,ft,1.5226809049493502,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,3,0.40255088256143551,ft,1.5283547441050851,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,4,0.5450516430302661,ft,1.53402858326082,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,5,0.68755240349909663,ft,1.539702422416555,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,6,0.83005316396792717,ft,1.5453762615722899,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,7,0.97255392443675781,ft,1.5510501007280248,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,8,1.1150546849055882,ft,1.55672393988376,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,9,1.2575554453744189,ft,1.5623977790394949,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,10,1.4000562058432495,ft,1.5680716181952299,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,11,1.5425569663120799,ft,1.5737454573509648,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,12,1.6850577267809106,ft,1.5794192965066998,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,13,1.8275584872497412,ft,1.5850931356624347,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,14,1.9700592477185717,ft,1.5907669748181699,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,15,2.1125600081874021,ft,1.5964408139739048,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,16,2.2550607686562327,ft,1.6021146531296397,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,17,2.3975615291250634,ft,1.6077884922853747,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,18,2.540062289593894,ft,1.6134623314411096,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,19,2.6825630500627247,ft,1.6191361705968446,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,20,2.8250638105315549,ft,1.6248100097525795,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,21,2.9675645710003855,ft,1.6304838489083147,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,22,3.1100653314692162,ft,1.6361576880640496,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,23,3.2525660919380468,ft,1.6418315272197845,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,24,3.3950668524068774,ft,1.6475053663755195,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,25,3.5375676128757081,ft,1.6531792055312544,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,26,3.6800683733445383,ft,1.6588530446869894,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,27,3.8225691338133689,ft,1.6645268838427245,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,28,3.9650698942821996,ft,1.6702007229984595,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,29,4.1075706547510302,ft,1.6758745621541944,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,30,4.2500714152198604,ft,1.6815484013099293,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,31,4.3925721756886906,ft,1.6872222404656643,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,32,4.5350729361575217,ft,1.6928960796213992,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,33,4.6775736966263519,ft,1.6985699187771344,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,34,4.8200744570951821,ft,1.7042437579328693,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,35,4.9625752175640132,ft,1.7099175970886042,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,36,5.1050759780328434,ft,1.7155914362443392,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,37,5.2475767385016745,ft,1.7212652754000741,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,38,5.3900774989705047,ft,1.7269391145558091,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,39,5.5325782594393349,ft,1.732612953711544,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,40,5.675079019908166,ft,1.7382867928672792,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,41,5.8175797803769962,ft,1.7439606320230141,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,42,5.9600805408458273,ft,1.749634471178749,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,43,6.1025813013146575,ft,1.755308310334484,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,44,6.2450820617834877,ft,1.7609821494902189,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,45,6.3875828222523188,ft,1.7666559886459541,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,46,6.530083582721149,ft,1.772329827801689,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,47,6.6725843431899801,ft,1.778003666957424,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,48,6.8150851036588103,ft,1.7836775061131589,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,49,6.9575858641276414,ft,1.7893513452688938,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,50,7.1000866245964716,ft,1.7950251844246288,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,51,7.2425873850653018,ft,1.8006990235803637,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,52,7.3850881455341328,ft,1.8063728627360989,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,53,7.527588906002963,ft,1.8120467018918338,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,54,7.6700896664717941,ft,1.8177205410475687,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,55,7.8125904269406243,ft,1.8233943802033037,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,56,7.9550911874094545,ft,1.8290682193590386,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,57,8.0975919478782856,ft,1.8347420585147738,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,58,8.2400927083471167,ft,1.8404158976705087,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,59,8.3825934688159478,ft,1.8460897368262437,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,60,8.5250942292847771,ft,1.8517635759819786,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,61,8.6675949897536082,ft,1.8574374151377135,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,62,8.8100957502224393,ft,1.8631112542934487,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,63,8.9525965106912704,ft,1.8687850934491836,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,64,9.0950972711600997,ft,1.8744589326049186,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,65,9.2375980316289308,ft,1.8801327717606535,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,66,9.3800987920977619,ft,1.8858066109163885,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,67,9.5225995525665912,ft,1.8914804500721234,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,68,9.6651003130354223,ft,1.8971542892278583,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,69,9.8076010735042534,ft,1.9028281283835935,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,70,9.9501018339730845,ft,1.9085019675393284,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,71,10.092602594441914,ft,1.9141758066950634,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,72,10.235103354910745,ft,1.9198496458507983,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,73,10.377604115379576,ft,1.9255234850065333,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,74,10.520104875848405,ft,1.9311973241622682,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,75,10.662605636317236,ft,1.9368711633180034,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,76,10.805106396786067,ft,1.9425450024737383,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,77,10.947607157254897,ft,1.9482188416294732,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,78,11.090107917723728,ft,1.9538926807852082,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,79,11.232608678192559,ft,1.9595665199409431,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,80,11.37510943866139,ft,1.9652403590966783,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,81,11.517610199130219,ft,1.9709141982524132,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
Foliage_delta_mean_foliage_height_gaussian,2,macarthur_1961,sensitivity,mean_foliage_height,linear,1,82,11.66011095959905,ft,1.9765880374081481,natural-log Shannon bird diversity,dimensionless,21.682085531954147,NA,NA,FALSE,NA,NA,NA,NA
